,_ - search_key,_ - eng_search_key,Class,_ - url,Comments on relevance,Название|Title,Type 1,Type 2,_ - Номер ГИМ|Museum internal ID,Отдел/коллекция|Department/collection,Инвентарный номер|Inventory Number,Датировка|Date,Размер|Size,"Материал, техника|Material, technique",_ - Номер ГК|State Catalogue Number,Ключевые слова|Keywords,Место создания|Creation Place,Contemporary_Toponyms,fcodeName,toponymName,lat,long,Country,geonames 3,"Автор, мастер/Изготовитель|Author,Creator'",_ - Шифр ОПИ|The Writtern Sources Dept Code,Комплект|Set,Место находки|Place of Discovery,Формат|Format,"Лист, страницы|Sheet,Pages",_ - Археологический памятник|Archeological site,Персоналии|Persons,Многотомное издание: автор|Author of a multi-volume edition,Многотомное издание: Название|Title,_ - Экспозиция|Exposition,Выставки|Exhibitions,_ - Альбомы|Albums,Аннотация|Annotation,Start Year,End Year,Creation Place,coordinate location (wikipedia),Location Certainty,"Автор, мастер/Изготовитель|Author,Creator",_ - Экспозиция,Предметный классификатор|Subject Classifier,Язык|Language,Многотомное издание: автор|Author,_ - Номер ГИМ,_ - Номер ГК,_ - Шифр ОПИ
125,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300929?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=682,,"Декада украинской литературы в Армении. Загребельный Павел Архипович, Олейник Б. и другие.",,,ГИМ 104730/83,Изобразительные материалы/Фотография,И IX 4725,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28301886.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
126,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300930?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=683,,Декада украинской литературы в Армении. В экспозиции музея.,,,ГИМ 104730/82,Изобразительные материалы/Фотография,И IX 4724,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28301705.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
127,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300982?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=806,,"Исаакян Оветик, адмирал Исаков и Сарьян Мартирос Сергеевич, народный художник СССР.",,,ГИМ 104730/46,Изобразительные материалы/Фотография,И IX 4688,1950-е гг.,"25х19,5 см","Фотобумага, серебряно-желатиновый отпечаток",28301874.0,СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
128,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300984?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=808,,"Сазандарян Татевик Тиграновна, народная артистка СССР, и Иманов, народный артист СССР.",,,ГИМ 104730/38,Изобразительные материалы/Фотография,И IX 4680,1967 г.,24х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28301849.0,театр СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
129,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300985?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=809,,"Сазандарян Татевик Тиграновна, народная артистка СССР, и Мелик-Пашаев во время декады русской музыки.",,,ГИМ 104730/37,Изобразительные материалы/Фотография,И IX 4679,1967 г.,"18х12,5 см","Фотобумага, серебряно-желатиновый отпечаток",28301869.0,СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300986?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=810,,"Сазандарян Татевик Тиграновна, народная артистка СССР, на творческой встрече со зрителями в доме-музее Спендиарова.",,,ГИМ 104730/36,Изобразительные материалы/Фотография,И IX 4678,1966 г.,25х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28301681.0,СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
131,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300987?page=11&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=519,,"Артисты Сазандарян Татевик Тиграновна, Урве Таутс и Еркан после исполнения оперы «Кармен» в дни армянской культуры в Эстонии.",,,ГИМ 104730/35,Изобразительные материалы/Фотография,И IX 4677,1964 г.,25х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28301883.0,,"СССР, Эстонская ССР",Эстония,independent political entity,Republic of Estonia,59.0,26.0,Estonia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
132,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300988?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=811,,Встреча коллектива театра имени Ахунтова на вокзале.,,,ГИМ 104730/34,Изобразительные материалы/Фотография,И IX 4676,1962 г.,"21х16,5 см","Фотобумага, серебряно-желатиновый отпечаток",28301761.0,театр Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
133,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300989?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=812,,"Творческий отчёт Сазандарян Татевик Тиграновны, народной артистки СССР, в Государственной опере.",,,ГИМ 104730/33,Изобразительные материалы/Фотография,И IX 4675,1959 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28301895.0,СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
134,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300993?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=684,,"Сазандарян Татевик Тиграновна, народная артистка СССР, в пионерском лагере под Разданом.",,,ГИМ 104730/29,Изобразительные материалы/Фотография,И IX 4671,1959 г.,"12х9,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303341.0,пионер СССР,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
135,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300996?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=816,,"Артисты, игравшие в опере Мейтуса «Молодая Гвардия» театра имени А. Спендиарова.",,,ГИМ 104730/26,Изобразительные материалы/Фотография,И IX 4668,1954 г.,"24х18,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303373.0,театр Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
136,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300997?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=813,,"Сазандарян Татевик Тиграновна, народная артистка СССР, в роли Тамары и Ованесян в роли Давид-Бека на премьере оперы Тиграняна «Давид-Бек» в театре имени А. Спендиарова.",,,ГИМ 104730/25,Изобразительные материалы/Фотография,И IX 4667,1950 г.,24х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28303371.0,театр СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
137,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300998?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=814,,"Сазандарян Татевик Тиграновна, народная артистка СССР, в роли Любаши в опере Римского-Корсакова «Царская невеста» театра имени А. Спендиарова.",,,ГИМ 104730/24,Изобразительные материалы/Фотография,И IX 4666,1941 г.,"25х18,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303343.0,невеста СССР театр Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2300999?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=815,,"Сазандарян Татевик Тиграновна, народная артистка СССР, в роли Кармен в опере «Кармен» в театре имени А. Спендиарова.",,,ГИМ 104730/23,Изобразительные материалы/Фотография,И IX 4665,1941 г.,17х11 см,"Фотобумага, серебряно-желатиновый отпечаток",28303418.0,театр СССР Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
139,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301002?page=2&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=61,,"Асрян Арус Арутюновна, народная артистка Армянской ССР.",,,ГИМ 104730/19,Изобразительные материалы/Фотография,И IX 4661,1950-е гг.,"18,5х13 см","Фотобумага, серебряно-желатиновый отпечаток",28303339.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
140,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301003?page=6&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=260,,"Сароян В., американский писатель; Аджемян В. и Асрян Арус Арутюновна, народная артистка Армянской ССР, после спектакля по книге В. Сарояна «Моё сердце в горах».",,,ГИМ 104730/18,Изобразительные материалы/Фотография,И IX 4660,1974 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303410.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301004?page=6&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=277,,"Петросян В.; Сароян В., американский писатель; Аджемян В. и Асрян Арус Арутюновна, народная артистка Армянской ССР, после спектакля по книге Сарояна В. «Моё сердце в горах».",,,ГИМ 104730/17,Изобразительные материалы/Фотография,И IX 4659,1974 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303337.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
142,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301005?page=5&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=216,,"Сарьян Мартирос Сергеевич, народный художник СССР; Аджемян В. и Асрян Арус Арутюновна, народная артистка Армянской ССР.",,,ГИМ 104730/16,Изобразительные материалы/Фотография,И IX 4658,1966 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303342.0,СССР,"СССР, Армянская ССР, г. Дилижан","Дилижан, Армения",populated place,Dilijan,40.7417,44.8501,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
143,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301006?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=685,,"Аджемян В., народный артист СССР, Герой Социалистического Труда.",,,ГИМ 104730/15,Изобразительные материалы/Фотография,И IX 4657,1970 г.,"24,7х18,7 см","Фотобумага, серебряно-желатиновый отпечаток",28303348.0,СССР,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
144,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301007?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=686,,Декада украинской литературы в Армении. Встреча участников декады с жителями Октемберянского района.,,,ГИМ 104730/87,Изобразительные материалы/Фотография,И IX 4729,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28303407.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
145,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301008?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=818,,Президиум XXX Конференции партийной организации Ленинского района Еревана.,,,ГИМ 104730/71,Изобразительные материалы/Фотография,И IX 4713,16 декабря 1978 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303378.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
146,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301009?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=817,,Президиум XXX Конференции партийной организации Ленинского района Еревана.,,,ГИМ 104730/70,Изобразительные материалы/Фотография,И IX 4712,16 декабря 1978 г.,"25х19,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303393.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
147,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301010?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=819,,Президиум XXX Конференции партийной организации Ленинского района Еревана.,,,ГИМ 104730/69,Изобразительные материалы/Фотография,И IX 4711,16 декабря 1978 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303354.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
148,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301011?page=7&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=325,,"Казарян Кашот Карапетович, токарь-расточник Ереванского станкостроительного завода имени Дзержинского, депутат Верховного Совета Армянской ССР, выступает на XXX Конференции партийной организации Ленинского района Еревана.",,,ГИМ 104730/68,Изобразительные материалы/Фотография,И IX 4710,16 декабря 1978 г.,"23,5х17 см","Фотобумага, серебряно-желатиновый отпечаток",28303366.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
149,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301012?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=822,,"Мандалян Христофор Левонович, первый секретарь Ленинского РК КП Армении, выступает с отчётным докладом на XXX Конференции партийной организации Ленинского района Еревана.",,,ГИМ 104730/67,Изобразительные материалы/Фотография,И IX 4709,16 декабря 1978 г.,"24х18,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303397.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
150,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301013?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=820,,"Затикян М.Г., секретарь парткома ПО «Армэлектромаш», выступает на XXX Конференции партийной организации Ленинского района Еревана.",,,ГИМ 104730/66,Изобразительные материалы/Фотография,И IX 4708,16 декабря 1978 г.,"23,5х17 см","Фотобумага, серебряно-желатиновый отпечаток",28303394.0,конференция Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
151,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301014?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=687,,Выездной пленум Ленинского РК КП Армении в ПО «Армэлектромаш».,,,ГИМ 104730/65,Изобразительные материалы/Фотография,И IX 4707,15 июля 1978 г.,"18,5х13 см","Фотобумага, серебряно-желатиновый отпечаток",28303379.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
152,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301015?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=821,,Заседание руководителей агитколлективов производственного объединения «Пластик».,,,ГИМ 104730/64,Изобразительные материалы/Фотография,И IX 4706,1979 г.,"23,5х17 см","Фотобумага, серебряно-желатиновый отпечаток",28303435.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
153,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301016?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=823,,"Авакян Гедеон Армавирович, директор Ереванского техникума пищевой промышленности, ведёт занятие семинара системы партийной политической учёбы.",,,ГИМ 104730/63,Изобразительные материалы/Фотография,И IX 4705,1979 г.,"23,5х16,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303406.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
154,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301017?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=688,,"Тохсану Вазген Атаевич, председатель исполкома Хндзоресского сельсовета.",,,ГИМ 104730/62,Изобразительные материалы/Фотография,И IX 4704,1979 г.,23х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28303377.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
155,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301018?query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=45,,Десятые гастроли Ереванского хореографического училища в западном Берлине. Армянский этнографический танец «Берд» («Крепость»).,,,ГИМ 104730/61,Изобразительные материалы/Фотография,И IX 4703,1972 г.,28х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303398.0,Европа Германия танцы Берлин,"Западная Европа, Германия, г. Берлин","Германия, Берлин",capital of a political entity,Berlin,52.52437,13.41053,Germany,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
156,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301019?page=3&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=106,,Ученицы Ереванского хореографического училища на сцене.,,,ГИМ 104730/60,Изобразительные материалы/Фотография,И IX 4702,1974 г.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303391.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
157,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301020?page=2&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=94,,Ученицы и преподаватели Ереванского хореографического училища после отчётно-выпускного концерта.,,,ГИМ 104730/59,Изобразительные материалы/Фотография,И IX 4701,1977-1978 гг.,"24х15,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303357.0,концерт Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
158,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301021?page=3&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=107,,"Павлиди Е., выпускница Ереванского хореографического училища, с педагогами и другими ученицами.",,,ГИМ 104730/58,Изобразительные материалы/Фотография,И IX 4700,1969-1970 гг.,25х19 см,"Фотобумага, серебряно-желатиновый отпечаток",28303340.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
159,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301022?page=2&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=95,,"Асланян Н., выпускница Ереванского хореографического училища, на сцене.",,,ГИМ 104730/57,Изобразительные материалы/Фотография,И IX 4699,1978-1979 гг.,"18,5х13,5 см","Фотобумага, серебряно-желатиновый отпечаток",28303364.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
160,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301023?page=3&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=108,,Ученики Ереванского хореографического училища исполняют молодёжный танец.,,,ГИМ 104730/56,Изобразительные материалы/Фотография,И IX 4698,1977-1978 гг.,21х18 см,"Фотобумага, серебряно-желатиновый отпечаток",28303380.0,Ереван,"СССР, Армянская ССР, г. Ереван","Ереван, Армения",capital of a political entity,Yerevan,40.18111,44.51361,Armenia,"city, village,...",Каропетян Р.,,,,,,,,,,,,,,,,,,,,,,,,,,
161,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301347?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=691,,Декада украинской литературы в Армении. У памятника Месропу Маштоцу.,,,ГИМ 104730/81,Изобразительные материалы/Фотография,И IX 4723,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28302573.0,памятник,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301348?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=689,,"Декада украинской литературы в Армении. Качевский В., Саркисян М., Арутюнян С. и другие.",,,ГИМ 104730/80,Изобразительные материалы/Фотография,И IX 4722,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28302516.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
163,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301349?page=14&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=690,,Декада украинской литературы в Армении. В Матенадаране.,,,ГИМ 104730/79,Изобразительные материалы/Фотография,И IX 4721,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28302488.0,,"СССР, Армянская ССР",Армения,independent political entity,Republic of Armenia,40.25,45.0,Armenia,"country, state, region,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
164,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301350?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=825,,Декада украинской литературы в Армении. У памятника Аветику Исаакяну.,,,ГИМ 104730/78,Изобразительные материалы/Фотография,И IX 4720,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28302482.0,памятник,"СССР, Армянская ССР, г. Ленинакан","Ленинакан, Армения",seat of a first-order administrative division,Gyumri,40.7942,43.84528,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
165,армянский,Armenian (adjective),Armenian,https://catalog.shm.ru/entity/OBJECT/2301351?page=17&query=%D0%B0%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&index=824,,Декада украинской литературы в Армении. У Вечного огня.,,,ГИМ 104730/77,Изобразительные материалы/Фотография,И IX 4719,1977 г.,21х16 см,"Фотобумага, серебряно-желатиновый отпечаток",28302444.0,,"СССР, Армянская ССР, г. Ленинакан","Ленинакан, Армения",seat of a first-order administrative division,Gyumri,40.7942,43.84528,Armenia,"city, village,...",,,,,,,,,,,,,,,,,,,,,,,,,,,
